"ORIGINAL_ITEM_TEXT","FIDO","FIDO_DESCRIPTION","BRAND_ID","BRAND_NAME","BUSINESS_ID","BUSINESS_NAME","CATEGORY_ID","CATEGORY_NAME","CATEGORY_ID_HIERARCHY","CATEGORY_NAME_HIERARCHY"
"Kellogg's Special K Breakfast Cereal, Fiber Cereal, Family Breakfast, Chocolatey Delight, 12.1oz Box (1 Box)","f3353e9c-6c65-4fe3-ac15-eff408257ca8","Kelloggs Special K Chocolate Delight Cereal - 12.1 Oz","5332f9f1e4b03c9a25efd1c4","Special K Cereal","5332f5f2e4b03c9a25efd0aa","Kellogg Company","8647ca04-9485-492a-9278-ea0852e077dd","Breakfast Cereal","34415ca7fa1746c29f06a009c58af79f.44fbc64b4a384bc7a80cd11c821eb3e4.8647ca049485492a9278ea0852e077dd","Pantry > Cereal, Granola, & Toaster Pastries > Breakfast Cereal"
"rumford baking pwdr","608d4989-cf12-4897-be3a-823fc6c2a0ae","Rumford Baking Powder","cl9t540gv20somv280i0","Rumford","63b5bab78790997b8fa55d44","B&G Foods","8704c405-dc2b-413f-bb4e-0c610cd0fefe","Baking Soda & Baking Powder","34415ca7fa1746c29f06a009c58af79f.09f3deccaa93460d936c0ddf06b055a3.89cecf03ca8440819d59cf305e77555c.8704c405dc2b413fbb4e0c610cd0fefe","Pantry > Cooking & Baking > Baking Ingredients > Baking Soda & Baking Powder"
"mm aguas wine bottle holder","23f0bae5-16a3-40b9-b886-9af0df8eef19","Minute Maid AGUAS FRESCAS","5332f5f5e4b03c9a25efd0b1","Minute Maid","61dc4a3b5806c5140572e820","The Coca-Cola Company","87459c51-6dc1-4064-9fb4-51e399187f2c","Fruit & Vegetable Juices","841401c766854ce69aceccf3603fa69b.87459c516dc140649fb451e399187f2c","Beverages > Fruit & Vegetable Juices"
"punch zero mm fruit","41e1f646-907e-40b0-9523-5b57ba829288","Minute Maid JUICE","5332f5f5e4b03c9a25efd0b1","Minute Maid","61dc4a3b5806c5140572e820","The Coca-Cola Company","87459c51-6dc1-4064-9fb4-51e399187f2c","Fruit & Vegetable Juices","841401c766854ce69aceccf3603fa69b.87459c516dc140649fb451e399187f2c","Beverages > Fruit & Vegetable Juices"
"minute maid 100 jut","41e1f646-907e-40b0-9523-5b57ba829288","Minute Maid JUICE","5332f5f5e4b03c9a25efd0b1","Minute Maid","61dc4a3b5806c5140572e820","The Coca-Cola Company","87459c51-6dc1-4064-9fb4-51e399187f2c","Fruit & Vegetable Juices","841401c766854ce69aceccf3603fa69b.87459c516dc140649fb451e399187f2c","Beverages > Fruit & Vegetable Juices"
"m maid pram punch be","41e1f646-907e-40b0-9523-5b57ba829288","Minute Maid JUICE","5332f5f5e4b03c9a25efd0b1","Minute Maid","61dc4a3b5806c5140572e820","The Coca-Cola Company","87459c51-6dc1-4064-9fb4-51e399187f2c","Fruit & Vegetable Juices","841401c766854ce69aceccf3603fa69b.87459c516dc140649fb451e399187f2c","Beverages > Fruit & Vegetable Juices"
"mm berry punch 5","41e1f646-907e-40b0-9523-5b57ba829288","Minute Maid JUICE","5332f5f5e4b03c9a25efd0b1","Minute Maid","61dc4a3b5806c5140572e820","The Coca-Cola Company","87459c51-6dc1-4064-9fb4-51e399187f2c","Fruit & Vegetable Juices","841401c766854ce69aceccf3603fa69b.87459c516dc140649fb451e399187f2c","Beverages > Fruit & Vegetable Juices"
"n sale: minute maid mango p","41e1f646-907e-40b0-9523-5b57ba829288","Minute Maid JUICE","5332f5f5e4b03c9a25efd0b1","Minute Maid","61dc4a3b5806c5140572e820","The Coca-Cola Company","87459c51-6dc1-4064-9fb4-51e399187f2c","Fruit & Vegetable Juices","841401c766854ce69aceccf3603fa69b.87459c516dc140649fb451e399187f2c","Beverages > Fruit & Vegetable Juices"
"mm zero sgr pnk leo","852ce170-5807-47e8-91c2-793de85a5437","Minute Maid ZERO","5332f5f5e4b03c9a25efd0b1","Minute Maid","61dc4a3b5806c5140572e820","The Coca-Cola Company","87459c51-6dc1-4064-9fb4-51e399187f2c","Fruit & Vegetable Juices","841401c766854ce69aceccf3603fa69b.87459c516dc140649fb451e399187f2c","Beverages > Fruit & Vegetable Juices"
"motts mighty app jg","f279db9e-b3bc-4bbc-b82a-f49c77bcfab6","MOTT'S APPLE JUICE","ck9fke25ip7solu54q6g","Mott's Juice & Applesauce","641dcce8185e0e4c9fe147a0","Keurig Dr Pepper","87459c51-6dc1-4064-9fb4-51e399187f2c","Fruit & Vegetable Juices","841401c766854ce69aceccf3603fa69b.87459c516dc140649fb451e399187f2c","Beverages > Fruit & Vegetable Juices"
"fs jello strawberry-043000045749","02ead276-c7b9-4e6a-b419-6d41d7d2e7fb","Jell O Gelatin Strawberry - Each","57ebc017e4b0ac389136a336","Jell-O","559c2234e4b06aca36af13c6","KraftHeinz","8795562a-c61e-4f56-9829-14fa1cd48d1d","Ready-to-Eat Gelatin","e79009b2dadc47299361705972daca86.88b3d15285ef4f2eb90be63870c353de.8795562ac61e4f56982914fa1cd48d1d","Snacks > Pudding & Gelatin > Ready-to-Eat Gelatin"
"jello orange gel","63375547-6e8a-4a32-9357-a79911746537","Jell-o Orange Sugar Free Refrigerated Gelatin","57ebc017e4b0ac389136a336","Jell-O","559c2234e4b06aca36af13c6","KraftHeinz","8795562a-c61e-4f56-9829-14fa1cd48d1d","Ready-to-Eat Gelatin","e79009b2dadc47299361705972daca86.88b3d15285ef4f2eb90be63870c353de.8795562ac61e4f56982914fa1cd48d1d","Snacks > Pudding & Gelatin > Ready-to-Eat Gelatin"
"Member's Mark Dual Carry Insulated Shopper","5574fa35-611c-43cf-97f0-5dd1abc09009","MEMBER'S MARK SAM'S CLUB DUAL CARRY INSULATED SHOPPER","cjn1arp7msfcon3mbngg","Member's Mark","61f04e9656ee275f82389bad","Sam's Club","886d418f-09d0-4402-aa33-50a3142afeee","Insulated Bags","f11f72d27b3e4adb818ff7983cddc5dd.f7edf67cdf6a4b8482883e5ce4c7377d.efb4568a7baa466084be48fe22341e08.886d418f09d04402aa3350a3142afeee","Home & Garden > Kitchen & Dining > Food & Beverage Carriers > Insulated Bags"
"chi-chi's 187ml peach","2773c83e-45a6-48d6-b4e9-cc36f719c971","Chi Chis Peach Margarita Wine Cocktail - 187 Ml","csbvhdnkgvjd4jkhnld0","Chi-Chi's Cocktails","64dce7a9bb9143bca683249d","Sazerac Company, Inc","888e3ae3-7af1-4a96-8bdb-771617aca2c2","Margarita Mix","841401c766854ce69aceccf3603fa69b.9ec7a42f3f25487a95ac1fe777066ba0.f0bea789c5b944529f5e433b42d95a60.888e3ae37af14a968bdb771617aca2c2","Beverages > Cocktail Prep > Non-Alcoholic Cocktail Mixers > Margarita Mix"
"card mday muther","f594a7d0-15ef-4407-bc2e-532bb94773e4","CARD MDAY MOTHER","cjobg897msfcolhodja0","HALLMARK","64dce63997a86122502e3edf","HALLMARK","88b5a01b-3623-4285-9551-192ef0948282","Greeting & Note Cards","c7dc66a8122748f880ced9d1476d10f2.444882499d3e479e9a4db6ce6f1a27b9.c9459cbd74344ddab88cdd82a0c76bde.88b5a01b362342859551192ef0948282","Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards"
"card mday anyone ac","f594a7d0-15ef-4407-bc2e-532bb94773e4","CARD MDAY MOTHER","cjobg897msfcolhodja0","HALLMARK","64dce63997a86122502e3edf","HALLMARK","88b5a01b-3623-4285-9551-192ef0948282","Greeting & Note Cards","c7dc66a8122748f880ced9d1476d10f2.444882499d3e479e9a4db6ce6f1a27b9.c9459cbd74344ddab88cdd82a0c76bde.88b5a01b362342859551192ef0948282","Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards"
"h/mark card mday grandmother","f594a7d0-15ef-4407-bc2e-532bb94773e4","CARD MDAY MOTHER","cjobg897msfcolhodja0","HALLMARK","64dce63997a86122502e3edf","HALLMARK","88b5a01b-3623-4285-9551-192ef0948282","Greeting & Note Cards","c7dc66a8122748f880ced9d1476d10f2.444882499d3e479e9a4db6ce6f1a27b9.c9459cbd74344ddab88cdd82a0c76bde.88b5a01b362342859551192ef0948282","Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards"
"h/mark card mday mother","f594a7d0-15ef-4407-bc2e-532bb94773e4","CARD MDAY MOTHER","cjobg897msfcolhodja0","HALLMARK","64dce63997a86122502e3edf","HALLMARK","88b5a01b-3623-4285-9551-192ef0948282","Greeting & Note Cards","c7dc66a8122748f880ced9d1476d10f2.444882499d3e479e9a4db6ce6f1a27b9.c9459cbd74344ddab88cdd82a0c76bde.88b5a01b362342859551192ef0948282","Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards"
"h/mark card mday mother","f594a7d0-15ef-4407-bc2e-532bb94773e4","CARD MDAY MOTHER","cjobg897msfcolhodja0","HALLMARK","64dce63997a86122502e3edf","HALLMARK","88b5a01b-3623-4285-9551-192ef0948282","Greeting & Note Cards","c7dc66a8122748f880ced9d1476d10f2.444882499d3e479e9a4db6ce6f1a27b9.c9459cbd74344ddab88cdd82a0c76bde.88b5a01b362342859551192ef0948282","Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards"
"card congrat hallm","5872eb02-74b0-4e4e-ac0f-816654ee2617","CARD CONGRAT HALLMARK","cjobg897msfcolhodja0","HALLMARK","64dce63997a86122502e3edf","HALLMARK","88b5a01b-3623-4285-9551-192ef0948282","Greeting & Note Cards","c7dc66a8122748f880ced9d1476d10f2.444882499d3e479e9a4db6ce6f1a27b9.c9459cbd74344ddab88cdd82a0c76bde.88b5a01b362342859551192ef0948282","Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards"
"card brthday hallmar","5e56403e-eae8-4ab2-a881-5d3e5583115f","CARD BRTHDAY MAHOGANY","cjobg897msfcolhodja0","HALLMARK","64dce63997a86122502e3edf","HALLMARK","88b5a01b-3623-4285-9551-192ef0948282","Greeting & Note Cards","c7dc66a8122748f880ced9d1476d10f2.444882499d3e479e9a4db6ce6f1a27b9.c9459cbd74344ddab88cdd82a0c76bde.88b5a01b362342859551192ef0948282","Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards"
"hallmark card sympathy expressions","36368807-6599-4418-b55c-23b614c7f2ad","Hallmark Sympathy Card","cjobg897msfcolhodja0","HALLMARK","64dce63997a86122502e3edf","HALLMARK","88b5a01b-3623-4285-9551-192ef0948282","Greeting & Note Cards","c7dc66a8122748f880ced9d1476d10f2.444882499d3e479e9a4db6ce6f1a27b9.c9459cbd74344ddab88cdd82a0c76bde.88b5a01b362342859551192ef0948282","Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards"
"Hallmark Funny Pop-Up Mother's Day Card (Kind of a Big Deal)","2dd56570-5a20-4f27-a9d5-8608c6eb5f48","Hallmark Funny Pop Up Mother's Day Card (Dog Banner)","cjobg897msfcolhodja0","HALLMARK","64dce63997a86122502e3edf","HALLMARK","88b5a01b-3623-4285-9551-192ef0948282","Greeting & Note Cards","c7dc66a8122748f880ced9d1476d10f2.444882499d3e479e9a4db6ce6f1a27b9.c9459cbd74344ddab88cdd82a0c76bde.88b5a01b362342859551192ef0948282","Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards"
"hallmark card thanks joyfully yours","a578a9df-3260-4fae-836f-48a0ff1b7dca","Hallmark Thank You card ","cjobg897msfcolhodja0","HALLMARK","64dce63997a86122502e3edf","HALLMARK","88b5a01b-3623-4285-9551-192ef0948282","Greeting & Note Cards","c7dc66a8122748f880ced9d1476d10f2.444882499d3e479e9a4db6ce6f1a27b9.c9459cbd74344ddab88cdd82a0c76bde.88b5a01b362342859551192ef0948282","Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards"
"hallmark card sympthy joyfully yours","837c52f2-164b-46e3-9bf8-585d9db85355","CARD SYMPTHY HALLMARK","cjobg897msfcolhodja0","HALLMARK","64dce63997a86122502e3edf","HALLMARK","88b5a01b-3623-4285-9551-192ef0948282","Greeting & Note Cards","c7dc66a8122748f880ced9d1476d10f2.444882499d3e479e9a4db6ce6f1a27b9.c9459cbd74344ddab88cdd82a0c76bde.88b5a01b362342859551192ef0948282","Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards"
"h/mark card mday wife","3b68a6c9-2b94-4008-8c92-356dd25103ad","CARD BRTHDAY HMK MAHOGANY","cjobg897msfcolhodja0","HALLMARK","64dce63997a86122502e3edf","HALLMARK","88b5a01b-3623-4285-9551-192ef0948282","Greeting & Note Cards","c7dc66a8122748f880ced9d1476d10f2.444882499d3e479e9a4db6ce6f1a27b9.c9459cbd74344ddab88cdd82a0c76bde.88b5a01b362342859551192ef0948282","Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards"
"h/mark card mday anyone","3b68a6c9-2b94-4008-8c92-356dd25103ad","CARD BRTHDAY HMK MAHOGANY","cjobg897msfcolhodja0","HALLMARK","64dce63997a86122502e3edf","HALLMARK","88b5a01b-3623-4285-9551-192ef0948282","Greeting & Note Cards","c7dc66a8122748f880ced9d1476d10f2.444882499d3e479e9a4db6ce6f1a27b9.c9459cbd74344ddab88cdd82a0c76bde.88b5a01b362342859551192ef0948282","Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards"
"h/mark card mday anyone","3b68a6c9-2b94-4008-8c92-356dd25103ad","CARD BRTHDAY HMK MAHOGANY","cjobg897msfcolhodja0","HALLMARK","64dce63997a86122502e3edf","HALLMARK","88b5a01b-3623-4285-9551-192ef0948282","Greeting & Note Cards","c7dc66a8122748f880ced9d1476d10f2.444882499d3e479e9a4db6ce6f1a27b9.c9459cbd74344ddab88cdd82a0c76bde.88b5a01b362342859551192ef0948282","Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards"
"hallmark $.99","4f3e053e-9758-4ef5-ac85-2c74ee878cba","CARD VAL","cjobg897msfcolhodja0","HALLMARK","64dce63997a86122502e3edf","HALLMARK","88b5a01b-3623-4285-9551-192ef0948282","Greeting & Note Cards","c7dc66a8122748f880ced9d1476d10f2.444882499d3e479e9a4db6ce6f1a27b9.c9459cbd74344ddab88cdd82a0c76bde.88b5a01b362342859551192ef0948282","Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards"
"h/mark card confirm nephew","0b54915f-6464-4c27-bdec-9ff59009562e","Card","cjobg897msfcolhodja0","HALLMARK","64dce63997a86122502e3edf","HALLMARK","88b5a01b-3623-4285-9551-192ef0948282","Greeting & Note Cards","c7dc66a8122748f880ced9d1476d10f2.444882499d3e479e9a4db6ce6f1a27b9.c9459cbd74344ddab88cdd82a0c76bde.88b5a01b362342859551192ef0948282","Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards"
"h/mark card mday anyone","38471826-8835-417f-b4dc-eabe0d6f1e10","CARD MDAY","cjobg897msfcolhodja0","HALLMARK","64dce63997a86122502e3edf","HALLMARK","88b5a01b-3623-4285-9551-192ef0948282","Greeting & Note Cards","c7dc66a8122748f880ced9d1476d10f2.444882499d3e479e9a4db6ce6f1a27b9.c9459cbd74344ddab88cdd82a0c76bde.88b5a01b362342859551192ef0948282","Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards"
"hallmark card moay","38471826-8835-417f-b4dc-eabe0d6f1e10","CARD MDAY","cjobg897msfcolhodja0","HALLMARK","64dce63997a86122502e3edf","HALLMARK","88b5a01b-3623-4285-9551-192ef0948282","Greeting & Note Cards","c7dc66a8122748f880ced9d1476d10f2.444882499d3e479e9a4db6ce6f1a27b9.c9459cbd74344ddab88cdd82a0c76bde.88b5a01b362342859551192ef0948282","Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards"
"allmark card mday","38471826-8835-417f-b4dc-eabe0d6f1e10","CARD MDAY","cjobg897msfcolhodja0","HALLMARK","64dce63997a86122502e3edf","HALLMARK","88b5a01b-3623-4285-9551-192ef0948282","Greeting & Note Cards","c7dc66a8122748f880ced9d1476d10f2.444882499d3e479e9a4db6ce6f1a27b9.c9459cbd74344ddab88cdd82a0c76bde.88b5a01b362342859551192ef0948282","Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards"
"h/mark card mday","38471826-8835-417f-b4dc-eabe0d6f1e10","CARD MDAY","cjobg897msfcolhodja0","HALLMARK","64dce63997a86122502e3edf","HALLMARK","88b5a01b-3623-4285-9551-192ef0948282","Greeting & Note Cards","c7dc66a8122748f880ced9d1476d10f2.444882499d3e479e9a4db6ce6f1a27b9.c9459cbd74344ddab88cdd82a0c76bde.88b5a01b362342859551192ef0948282","Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards"
"Hallmark Mother's Day Card From Daughter (Heart to Heart)","865f138a-b29f-4950-8f76-31e42441d710","Mother's Day Counter Card","cjobg897msfcolhodja0","HALLMARK","64dce63997a86122502e3edf","HALLMARK","88b5a01b-3623-4285-9551-192ef0948282","Greeting & Note Cards","c7dc66a8122748f880ced9d1476d10f2.444882499d3e479e9a4db6ce6f1a27b9.c9459cbd74344ddab88cdd82a0c76bde.88b5a01b362342859551192ef0948282","Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards"
"card brthday e*pres* from hwk","ff0db14c-7f3e-42ea-97fc-cda488fa74d0","CARD BRTHDAY HALLMARK","cjobg897msfcolhodja0","HALLMARK","64dce63997a86122502e3edf","HALLMARK","88b5a01b-3623-4285-9551-192ef0948282","Greeting & Note Cards","c7dc66a8122748f880ced9d1476d10f2.444882499d3e479e9a4db6ce6f1a27b9.c9459cbd74344ddab88cdd82a0c76bde.88b5a01b362342859551192ef0948282","Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards"
"card brthday hallmark","ff0db14c-7f3e-42ea-97fc-cda488fa74d0","CARD BRTHDAY HALLMARK","cjobg897msfcolhodja0","HALLMARK","64dce63997a86122502e3edf","HALLMARK","88b5a01b-3623-4285-9551-192ef0948282","Greeting & Note Cards","c7dc66a8122748f880ced9d1476d10f2.444882499d3e479e9a4db6ce6f1a27b9.c9459cbd74344ddab88cdd82a0c76bde.88b5a01b362342859551192ef0948282","Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards"
"hmk card bday","cc080dc6-c5a0-49e8-8df2-d0b70c56f506","CARD BRTHDAY HMK SIGNATURE","cjobg897msfcolhodja0","HALLMARK","64dce63997a86122502e3edf","HALLMARK","88b5a01b-3623-4285-9551-192ef0948282","Greeting & Note Cards","c7dc66a8122748f880ced9d1476d10f2.444882499d3e479e9a4db6ce6f1a27b9.c9459cbd74344ddab88cdd82a0c76bde.88b5a01b362342859551192ef0948282","Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards"
"h/mark card brthday hallmark","cc080dc6-c5a0-49e8-8df2-d0b70c56f506","CARD BRTHDAY HMK SIGNATURE","cjobg897msfcolhodja0","HALLMARK","64dce63997a86122502e3edf","HALLMARK","88b5a01b-3623-4285-9551-192ef0948282","Greeting & Note Cards","c7dc66a8122748f880ced9d1476d10f2.444882499d3e479e9a4db6ce6f1a27b9.c9459cbd74344ddab88cdd82a0c76bde.88b5a01b362342859551192ef0948282","Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards"
"h/mark card wday ayone","cc080dc6-c5a0-49e8-8df2-d0b70c56f506","CARD BRTHDAY HMK SIGNATURE","cjobg897msfcolhodja0","HALLMARK","64dce63997a86122502e3edf","HALLMARK","88b5a01b-3623-4285-9551-192ef0948282","Greeting & Note Cards","c7dc66a8122748f880ced9d1476d10f2.444882499d3e479e9a4db6ce6f1a27b9.c9459cbd74344ddab88cdd82a0c76bde.88b5a01b362342859551192ef0948282","Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards"
"hallmark card mothers day","70ad437b-2550-4f9b-9c36-825884e109d6","Hallmark Mothers Day Cards","cjobg897msfcolhodja0","HALLMARK","64dce63997a86122502e3edf","HALLMARK","88b5a01b-3623-4285-9551-192ef0948282","Greeting & Note Cards","c7dc66a8122748f880ced9d1476d10f2.444882499d3e479e9a4db6ce6f1a27b9.c9459cbd74344ddab88cdd82a0c76bde.88b5a01b362342859551192ef0948282","Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards"
"card thanks express from hmk","d6de824d-621d-4f88-884e-f09f5e61afe3","CARD THANKS","cjobg897msfcolhodja0","HALLMARK","64dce63997a86122502e3edf","HALLMARK","88b5a01b-3623-4285-9551-192ef0948282","Greeting & Note Cards","c7dc66a8122748f880ced9d1476d10f2.444882499d3e479e9a4db6ce6f1a27b9.c9459cbd74344ddab88cdd82a0c76bde.88b5a01b362342859551192ef0948282","Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards"
"card brthday hallmark vida","3ab4a1a4-7200-4aa5-b3fd-e28974180f00","CARD BRTHDAY HALLMARK VIDA","cjobg897msfcolhodja0","HALLMARK","64dce63997a86122502e3edf","HALLMARK","88b5a01b-3623-4285-9551-192ef0948282","Greeting & Note Cards","c7dc66a8122748f880ced9d1476d10f2.444882499d3e479e9a4db6ce6f1a27b9.c9459cbd74344ddab88cdd82a0c76bde.88b5a01b362342859551192ef0948282","Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards"
"h/mark card moay wiee","652aefcc-be95-46b5-a03a-4d77b6944d6a","CARD SYMPTHY HMK MAHOGANY","cjobg897msfcolhodja0","HALLMARK","64dce63997a86122502e3edf","HALLMARK","88b5a01b-3623-4285-9551-192ef0948282","Greeting & Note Cards","c7dc66a8122748f880ced9d1476d10f2.444882499d3e479e9a4db6ce6f1a27b9.c9459cbd74344ddab88cdd82a0c76bde.88b5a01b362342859551192ef0948282","Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards"
"Hallmark Anniversary Card for Husband (I'll Never Stop Loving You)","5779ce2f-78c4-4db9-8a25-9543f29c5f77","Hallmark Anniversary Card For Husband Man I Love","cjobg897msfcolhodja0","HALLMARK","64dce63997a86122502e3edf","HALLMARK","88b5a01b-3623-4285-9551-192ef0948282","Greeting & Note Cards","c7dc66a8122748f880ced9d1476d10f2.444882499d3e479e9a4db6ce6f1a27b9.c9459cbd74344ddab88cdd82a0c76bde.88b5a01b362342859551192ef0948282","Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards"
"hallmark card care jgyfully yours","aa8e4186-2170-422a-bd83-b49ba396d716","CARD EVRYDAY HALLMARK","cjobg897msfcolhodja0","HALLMARK","64dce63997a86122502e3edf","HALLMARK","88b5a01b-3623-4285-9551-192ef0948282","Greeting & Note Cards","c7dc66a8122748f880ced9d1476d10f2.444882499d3e479e9a4db6ce6f1a27b9.c9459cbd74344ddab88cdd82a0c76bde.88b5a01b362342859551192ef0948282","Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards"
"Hallmark Mother's Day Card for Mom (Love, Gratitude and Hugs)","34a15a3e-5615-4bc7-837e-185cd956277c","Hallmark Mothers Day Card from Son or Daughter (Thank You, Mom)","cjobg897msfcolhodja0","HALLMARK","64dce63997a86122502e3edf","HALLMARK","88b5a01b-3623-4285-9551-192ef0948282","Greeting & Note Cards","c7dc66a8122748f880ced9d1476d10f2.444882499d3e479e9a4db6ce6f1a27b9.c9459cbd74344ddab88cdd82a0c76bde.88b5a01b362342859551192ef0948282","Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards"
"card nday anyone","e9e00f3a-cefb-4ae5-8573-44ca3687d32a","READY TO GO HPY HRT DAY","ck08jaq5ip7sot0oubt0","PAPYRUS","64dce7471f23607cece996fb","PAPYRUS-RECYCLED GREE","88b5a01b-3623-4285-9551-192ef0948282","Greeting & Note Cards","c7dc66a8122748f880ced9d1476d10f2.444882499d3e479e9a4db6ce6f1a27b9.c9459cbd74344ddab88cdd82a0c76bde.88b5a01b362342859551192ef0948282","Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards"
"g giant baking potatoes bag","18d35823-ce95-4978-9419-45a18102f932","Green Giant Fresh Potatoes","cq2mv7nkgvjd7veh1ls0","GREEN GIANT FRESH","6682d7d2dad18cac7dc47a05","POTANDON PRODUCE LLC","894da558-6e66-47db-b059-c709e928b8d3","Fresh Potatoes","0a0ca5ef72ce46b3a83815e3628e463e.cd7c079b1a9649e59b995251d73b791a.894da5586e6647dbb059c709e928b8d3","Produce > Fresh Vegetables > Fresh Potatoes"
"Amazon Fresh Brand, Russet Potatoes, 5 Lb","ba2bb06d-9482-4940-bc3d-0927d9e3bdb7","Amazon Fresh Brand, Russet Potatoes, 5 Lb","cnceikkk3a5colvm3kb0","Amazon","63937bc130239a07c0e8aaaf","Amazon","894da558-6e66-47db-b059-c709e928b8d3","Fresh Potatoes","0a0ca5ef72ce46b3a83815e3628e463e.cd7c079b1a9649e59b995251d73b791a.894da5586e6647dbb059c709e928b8d3","Produce > Fresh Vegetables > Fresh Potatoes"
"og red potato","aa28261c-1a4c-4847-be78-be17a97a7ba9","Red Potatoes - 1 Ct","cmjc5msk3a5colegvfl0","Unbranded","65258da79fd71612f696ac0a","Placeholder Manufacturer","894da558-6e66-47db-b059-c709e928b8d3","Fresh Potatoes","0a0ca5ef72ce46b3a83815e3628e463e.cd7c079b1a9649e59b995251d73b791a.894da5586e6647dbb059c709e928b8d3","Produce > Fresh Vegetables > Fresh Potatoes"
"potato ts red 8sz","aa28261c-1a4c-4847-be78-be17a97a7ba9","Red Potatoes - 1 Ct","cmjc5msk3a5colegvfl0","Unbranded","65258da79fd71612f696ac0a","Placeholder Manufacturer","894da558-6e66-47db-b059-c709e928b8d3","Fresh Potatoes","0a0ca5ef72ce46b3a83815e3628e463e.cd7c079b1a9649e59b995251d73b791a.894da5586e6647dbb059c709e928b8d3","Produce > Fresh Vegetables > Fresh Potatoes"
"365wfm og red crmr potato","254e2591-e8aa-4b71-ae50-d4581c5dccb5","Red Potatoes","cmjc5msk3a5colegvfl0","Unbranded","65258da79fd71612f696ac0a","Placeholder Manufacturer","894da558-6e66-47db-b059-c709e928b8d3","Fresh Potatoes","0a0ca5ef72ce46b3a83815e3628e463e.cd7c079b1a9649e59b995251d73b791a.894da5586e6647dbb059c709e928b8d3","Produce > Fresh Vegetables > Fresh Potatoes"
"heb baby red potato","254e2591-e8aa-4b71-ae50-d4581c5dccb5","Red Potatoes","cmjc5msk3a5colegvfl0","Unbranded","65258da79fd71612f696ac0a","Placeholder Manufacturer","894da558-6e66-47db-b059-c709e928b8d3","Fresh Potatoes","0a0ca5ef72ce46b3a83815e3628e463e.cd7c079b1a9649e59b995251d73b791a.894da5586e6647dbb059c709e928b8d3","Produce > Fresh Vegetables > Fresh Potatoes"
"srbbs red skn pot","254e2591-e8aa-4b71-ae50-d4581c5dccb5","Red Potatoes","cmjc5msk3a5colegvfl0","Unbranded","65258da79fd71612f696ac0a","Placeholder Manufacturer","894da558-6e66-47db-b059-c709e928b8d3","Fresh Potatoes","0a0ca5ef72ce46b3a83815e3628e463e.cd7c079b1a9649e59b995251d73b791a.894da5586e6647dbb059c709e928b8d3","Produce > Fresh Vegetables > Fresh Potatoes"
"trusset potatoes bulk w","5a1b4454-f6e9-49e7-9dd8-9ec0fd4c637d","RUSSET POTATOES","cmjc5msk3a5colegvfl0","Unbranded","65258da79fd71612f696ac0a","Placeholder Manufacturer","894da558-6e66-47db-b059-c709e928b8d3","Fresh Potatoes","0a0ca5ef72ce46b3a83815e3628e463e.cd7c079b1a9649e59b995251d73b791a.894da5586e6647dbb059c709e928b8d3","Produce > Fresh Vegetables > Fresh Potatoes"
